Claim_ID,Food_ID,Receiver_ID,Status,Timestamp
790,30,680,Completed,2025-03-05
791,240,144,Cancelled,2025-03-10
792,775,259,Completed,2025-03-12
793,444,783,Completed,2025-03-02
794,928,318,Cancelled,2025-03-13
795,902,293,Completed,2025-03-05
796,685,410,Cancelled,2025-03-13
797,950,275,Pending,2025-03-12
798,609,735,Pending,2025-03-09
799,487,786,Completed,2025-03-06
800,224,227,Cancelled,2025-03-11
801,131,72,Completed,2025-03-04
802,100,729,Completed,2025-03-17
803,701,240,Pending,2025-03-09
804,614,655,Cancelled,2025-03-21
805,181,348,Cancelled,2025-03-13
806,529,650,Pending,2025-03-02
807,767,742,Completed,2025-03-08
808,243,528,Pending,2025-03-01
809,929,603,Pending,2025-03-10
810,528,281,Cancelled,2025-03-15
811,399,57,Cancelled,2025-03-10
812,820,473,Pending,2025-03-07
813,934,982,Completed,2025-03-02
814,95,438,Completed,2025-03-15
815,243,795,Completed,2025-03-18
816,627,899,Pending,2025-03-07
817,969,800,Pending,2025-03-03
818,797,570,Completed,2025-03-10
819,18,617,Pending,2025-03-06
820,943,869,Completed,2025-03-07
821,590,300,Cancelled,2025-03-11
822,126,122,Pending,2025-03-04
823,96,800,Cancelled,2025-03-07
824,151,508,Cancelled,2025-03-15
825,31,590,Pending,2025-03-12
826,762,965,Cancelled,2025-03-09
827,964,59,Cancelled,2025-03-19
828,598,723,Pending,2025-03-04
829,443,891,Pending,2025-03-14
830,353,706,Cancelled,2025-03-16
831,401,389,Completed,2025-03-09
832,133,128,Completed,2025-03-20
833,214,673,Cancelled,2025-03-11
834,335,439,Pending,2025-03-09
835,203,533,Pending,2025-03-07
836,733,532,Pending,2025-03-18
837,25,228,Cancelled,2025-03-12
838,728,870,Completed,2025-03-11
839,945,72,Cancelled,2025-03-20
840,811,245,Pending,2025-03-17
841,682,195,Completed,2025-03-03
842,812,341,Cancelled,2025-03-14
843,512,102,Cancelled,2025-03-10
844,778,362,Cancelled,2025-03-16
845,70,42,Pending,2025-03-09
846,125,549,Cancelled,2025-03-18
847,682,778,Cancelled,2025-03-07
848,374,419,Pending,2025-03-18
849,647,468,Pending,2025-03-14
850,652,381,Pending,2025-03-07
851,71,164,Completed,2025-03-08
852,66,700,Cancelled,2025-03-18
853,299,378,Pending,2025-03-18
854,173,647,Completed,2025-03-08
855,410,595,Cancelled,2025-03-01
856,294,838,Completed,2025-03-18
857,418,771,Completed,2025-03-12
858,465,145,Completed,2025-03-05
859,3,887,Cancelled,2025-03-13
860,9,345,Cancelled,2025-03-05
861,510,377,Cancelled,2025-03-13
862,839,361,Cancelled,2025-03-19
863,30,16,Pending,2025-03-09
864,962,622,Cancelled,2025-03-09
865,163,694,Pending,2025-03-07
866,461,615,Completed,2025-03-01
867,692,794,Completed,2025-03-10
868,460,361,Pending,2025-03-09
869,935,348,Cancelled,2025-03-11
870,972,228,Completed,2025-03-17
871,786,620,Cancelled,2025-03-08
872,832,302,Completed,2025-03-15
873,558,173,Pending,2025-03-17
874,822,226,Pending,2025-03-10
875,338,848,Completed,2025-03-16
876,696,994,Cancelled,2025-03-10
877,707,637,Completed,2025-03-03
878,544,889,Cancelled,2025-03-14
879,7,825,Pending,2025-03-01
880,751,811,Cancelled,2025-03-10
881,17,647,Pending,2025-03-12
882,565,850,Completed,2025-03-12
883,167,266,Pending,2025-03-11
884,364,493,Cancelled,2025-03-14
885,515,400,Pending,2025-03-16
886,756,973,Cancelled,2025-03-07
887,743,507,Pending,2025-03-15
888,916,738,Completed,2025-03-05
889,632,917,Cancelled,2025-03-08
890,128,276,Cancelled,2025-03-13
891,973,510,Cancelled,2025-03-17
892,456,933,Pending,2025-03-04
893,180,276,Completed,2025-03-20
894,730,903,Cancelled,2025-03-02
895,977,425,Pending,2025-03-12
896,315,768,Completed,2025-03-15
897,929,730,Completed,2025-03-13
898,851,572,Completed,2025-03-14
899,13,28,Pending,2025-03-16
900,545,532,Completed,2025-03-03
901,474,195,Pending,2025-03-12
902,210,852,Completed,2025-03-02
903,413,426,Cancelled,2025-03-18
904,168,561,Completed,2025-03-08
905,380,361,Pending,2025-03-05
906,938,916,Pending,2025-03-15
907,800,934,Completed,2025-03-04
908,762,558,Completed,2025-03-05
909,893,299,Completed,2025-03-20
910,410,424,Completed,2025-03-05
911,355,128,Pending,2025-03-08
912,683,189,Completed,2025-03-20
913,705,957,Pending,2025-03-15
914,950,239,Completed,2025-03-18
915,441,65,Pending,2025-03-01
916,571,472,Pending,2025-03-13
917,109,935,Completed,2025-03-03
918,92,42,Completed,2025-03-11
919,623,841,Cancelled,2025-03-11
920,279,323,Cancelled,2025-03-20
921,826,507,Completed,2025-03-05
922,206,768,Pending,2025-03-20
923,293,276,Cancelled,2025-03-02
924,580,154,Pending,2025-03-13
925,237,985,Pending,2025-03-08
926,43,72,Cancelled,2025-03-06
927,317,407,Completed,2025-03-15
928,41,945,Pending,2025-03-20
929,778,938,Pending,2025-03-03
930,407,371,Pending,2025-03-03
931,616,637,Completed,2025-03-04
932,419,354,Completed,2025-03-12
933,574,301,Cancelled,2025-03-02
934,639,555,Cancelled,2025-03-08
935,520,788,Cancelled,2025-03-17
936,96,170,Cancelled,2025-03-08
937,744,799,Cancelled,2025-03-02
938,977,897,Cancelled,2025-03-11
939,37,512,Pending,2025-03-08
940,911,959,Completed,2025-03-05
941,223,318,Cancelled,2025-03-04
942,189,850,Completed,2025-03-01
943,89,934,Pending,2025-03-02
944,680,817,Pending,2025-03-08
945,989,901,Cancelled,2025-03-16
946,839,324,Cancelled,2025-03-20
947,304,840,Cancelled,2025-03-03
948,156,482,Completed,2025-03-14
949,241,240,Completed,2025-03-03
950,481,298,Pending,2025-03-01
951,236,585,Completed,2025-03-18
952,459,183,Completed,2025-03-18
953,744,686,Cancelled,2025-03-05
954,732,267,Cancelled,2025-03-10
955,492,414,Completed,2025-03-14
956,904,745,Completed,2025-03-13
957,230,625,Completed,2025-03-16
958,601,96,Cancelled,2025-03-12
959,384,31,Pending,2025-03-14
960,292,830,Completed,2025-03-15
961,955,181,Completed,2025-03-16
962,391,308,Completed,2025-03-09
963,397,93,Cancelled,2025-03-07
964,563,451,Pending,2025-03-17
965,285,377,Pending,2025-03-04
966,558,509,Cancelled,2025-03-13
967,890,168,Pending,2025-03-12
968,637,37,Cancelled,2025-03-19
969,836,408,Cancelled,2025-03-16
970,997,497,Cancelled,2025-03-05
971,596,330,Completed,2025-03-10
972,623,87,Pending,2025-03-06
973,284,559,Pending,2025-03-08
974,643,371,Cancelled,2025-03-03
975,226,132,Cancelled,2025-03-01
976,551,409,Completed,2025-03-07
977,853,193,Pending,2025-03-05
978,818,799,Cancelled,2025-03-11
979,855,553,Completed,2025-03-07
980,925,652,Pending,2025-03-18
981,615,839,Cancelled,2025-03-10
982,670,871,Cancelled,2025-03-19
983,300,755,Pending,2025-03-18
984,1,368,Completed,2025-03-19
985,380,113,Completed,2025-03-17
986,915,875,Completed,2025-03-05
987,579,769,Cancelled,2025-03-04
988,272,191,Pending,2025-03-04
989,799,272,Pending,2025-03-08
990,791,943,Cancelled,2025-03-19
991,175,984,Pending,2025-03-20
992,251,394,Completed,2025-03-17
993,635,341,Cancelled,2025-03-19
994,107,93,Cancelled,2025-03-03
995,190,105,Completed,2025-03-10
996,855,211,Completed,2025-03-13
997,980,746,Cancelled,2025-03-17
998,832,967,Cancelled,2025-03-13
999,917,90,Completed,2025-03-01
1000,596,950,Cancelled,2025-03-13
